2,Повне найменування суб’єкта господарювання,company_name
3,Код за ЄДРПОУ,company_code
4,"Чистий дохід (виручка)  від реалізації продукції (товарів, робіт, послуг)",sales_revenue
6,"Собівартість реалізованої продукції (товарів, робіт, послуг)",production_costs
8,Валовий прибуток (збиток),gross_profit
10,Чистий фінансовий результат,finance_result
